in s,C1 in V
-6.19138E+00,-1.792E+00
-6.19126E+00,-1.802E+00
-6.19114E+00,-1.792E+00
-6.19102E+00,-1.821E+00
-6.19089E+00,-1.831E+00
-6.19077E+00,-1.821E+00
-6.19065E+00,-1.841E+00
-6.19053E+00,-1.821E+00
-6.19041E+00,-1.860E+00
-6.19029E+00,-1.860E+00
-6.19017E+00,-1.821E+00
-6.19005E+00,-1.831E+00
-6.18993E+00,-1.841E+00
-6.18981E+00,-1.860E+00
-6.18968E+00,-1.831E+00
-6.18956E+00,-1.851E+00
-6.18944E+00,-1.860E+00
-6.18932E+00,-1.860E+00
-6.18920E+00,-1.831E+00
-6.18908E+00,-1.890E+00
-6.18896E+00,-1.860E+00
-6.18884E+00,-1.860E+00
-6.18872E+00,-1.860E+00
-6.18860E+00,-1.870E+00
-6.18847E+00,-1.880E+00
-6.18835E+00,-1.880E+00
-6.18823E+00,-1.860E+00
-6.18811E+00,-1.880E+00
-6.18799E+00,-1.880E+00
-6.18787E+00,-1.909E+00
-6.18775E+00,-1.919E+00
-6.18763E+00,-1.909E+00
-6.18751E+00,-1.899E+00
-6.18739E+00,-1.860E+00
-6.18727E+00,-1.870E+00
-6.18714E+00,-1.890E+00
-6.18702E+00,-1.870E+00
-6.18690E+00,-1.899E+00
-6.18678E+00,-1.899E+00
-6.18666E+00,-1.948E+00
-6.18654E+00,-1.909E+00
-6.18642E+00,-1.948E+00
-6.18630E+00,-1.909E+00
-6.18618E+00,-1.929E+00
-6.18606E+00,-1.938E+00
-6.18593E+00,-1.958E+00
-6.18581E+00,-1.929E+00
-6.18569E+00,-1.929E+00
-6.18557E+00,-1.948E+00
-6.18545E+00,-1.899E+00
-6.18533E+00,-1.929E+00
-6.18521E+00,-1.958E+00
-6.18509E+00,-1.938E+00
-6.18497E+00,-1.919E+00
-6.18485E+00,-1.929E+00
-6.18473E+00,-1.958E+00
-6.18460E+00,-1.958E+00
-6.18448E+00,-1.919E+00
-6.18436E+00,-1.938E+00
-6.18424E+00,-1.948E+00
-6.18412E+00,-1.948E+00
-6.18400E+00,-1.958E+00
-6.18388E+00,-1.958E+00
-6.18376E+00,-1.938E+00
-6.18364E+00,-1.968E+00
-6.18352E+00,-1.938E+00
-6.18339E+00,-1.968E+00
-6.18327E+00,-1.968E+00
-6.18315E+00,-1.958E+00
-6.18303E+00,-1.978E+00
-6.18291E+00,-1.938E+00
-6.18279E+00,-1.997E+00
-6.18267E+00,-1.968E+00
-6.18255E+00,-1.987E+00
-6.18243E+00,-1.948E+00
-6.18231E+00,-1.978E+00
-6.18218E+00,-1.997E+00
-6.18206E+00,-1.948E+00
-6.18194E+00,-1.997E+00
-6.18182E+00,-1.997E+00
-6.18170E+00,-1.997E+00
-6.18158E+00,-2.026E+00
-6.18146E+00,-1.997E+00
-6.18134E+00,-2.017E+00
-6.18122E+00,-2.017E+00
-6.18110E+00,-2.007E+00
-6.18098E+00,-1.997E+00
-6.18085E+00,-2.017E+00
-6.18073E+00,-2.046E+00
-6.18061E+00,-2.017E+00
-6.18049E+00,-1.987E+00
-6.18037E+00,-2.017E+00
-6.18025E+00,-2.036E+00
-6.18013E+00,-2.017E+00
-6.18001E+00,-2.026E+00
-6.17989E+00,-2.017E+00
-6.17977E+00,-2.017E+00
-6.17964E+00,-2.036E+00
-6.17952E+00,-2.017E+00
-6.17940E+00,-2.036E+00
-6.17928E+00,-2.026E+00
-6.17916E+00,-2.036E+00
-6.17904E+00,-2.075E+00
-6.17892E+00,-2.065E+00
-6.17880E+00,-2.056E+00
-6.17868E+00,-2.065E+00
-6.17856E+00,-2.026E+00
-6.17844E+00,-2.046E+00
-6.17831E+00,-2.065E+00
-6.17819E+00,-2.056E+00
-6.17807E+00,-2.075E+00
-6.17795E+00,-2.075E+00
-6.17783E+00,-2.056E+00
-6.17771E+00,-2.075E+00
-6.17759E+00,-2.075E+00
-6.17747E+00,-2.075E+00
-6.17735E+00,-2.056E+00
-6.17723E+00,-2.085E+00
-6.17710E+00,-2.114E+00
-6.17698E+00,-2.085E+00
-6.17686E+00,-2.095E+00
-6.17674E+00,-2.075E+00
-6.17662E+00,-2.085E+00
-6.17650E+00,-2.114E+00
-6.17638E+00,-2.114E+00
-6.17626E+00,-2.056E+00
-6.17614E+00,-2.095E+00
-6.17602E+00,-2.114E+00
-6.17590E+00,-2.075E+00
-6.17577E+00,-2.114E+00
-6.17565E+00,-2.104E+00
-6.17553E+00,-2.095E+00
-6.17541E+00,-2.144E+00
-6.17529E+00,-2.124E+00
-6.17517E+00,-2.134E+00
-6.17505E+00,-2.144E+00
-6.17493E+00,-2.124E+00
-6.17481E+00,-2.075E+00
-6.17469E+00,-2.114E+00
-6.17456E+00,-2.114E+00
-6.17444E+00,-2.114E+00
-6.17432E+00,-2.114E+00
-6.17420E+00,-2.144E+00
-6.17408E+00,-2.124E+00
-6.17396E+00,-2.134E+00
-6.17384E+00,-2.153E+00
-6.17372E+00,-2.153E+00
-6.17360E+00,-2.114E+00
-6.17348E+00,-2.183E+00
-6.17335E+00,-2.173E+00
-6.17323E+00,-2.153E+00
-6.17311E+00,-2.124E+00
-6.17299E+00,-2.153E+00
-6.17287E+00,-2.153E+00
-6.17275E+00,-2.153E+00
-6.17263E+00,-2.183E+00
-6.17251E+00,-2.153E+00
-6.17239E+00,-2.153E+00
-6.17227E+00,-2.163E+00
-6.17215E+00,-2.183E+00
-6.17202E+00,-2.192E+00
-6.17190E+00,-2.173E+00
-6.17178E+00,-2.163E+00
-6.17166E+00,-2.163E+00
-6.17154E+00,-2.202E+00
-6.17142E+00,-2.183E+00
-6.17130E+00,-2.202E+00
-6.17118E+00,-2.163E+00
-6.17106E+00,-2.183E+00
-6.17094E+00,-2.163E+00
-6.17081E+00,-2.192E+00
-6.17069E+00,-2.173E+00
-6.17057E+00,-2.173E+00
-6.17045E+00,-2.173E+00
-6.17033E+00,-2.183E+00
-6.17021E+00,-2.183E+00
-6.17009E+00,-2.212E+00
-6.16997E+00,-2.222E+00
-6.16985E+00,-2.183E+00
-6.16973E+00,-2.212E+00
-6.16961E+00,-2.222E+00
-6.16948E+00,-2.212E+00
-6.16936E+00,-2.163E+00
-6.16924E+00,-2.202E+00
-6.16912E+00,-2.192E+00
-6.16900E+00,-2.212E+00
-6.16888E+00,-2.202E+00
-6.16876E+00,-2.202E+00
-6.16864E+00,-2.222E+00
-6.16852E+00,-2.231E+00
-6.16840E+00,-2.202E+00
-6.16827E+00,-2.241E+00
-6.16815E+00,-2.212E+00
-6.16803E+00,-2.222E+00
-6.16791E+00,-2.241E+00
-6.16779E+00,-2.212E+00
-6.16767E+00,-2.222E+00
-6.16755E+00,-2.222E+00
-6.16743E+00,-2.212E+00
-6.16731E+00,-2.231E+00
-6.16719E+00,-2.222E+00
-6.16706E+00,-2.241E+00
-6.16694E+00,-2.251E+00
-6.16682E+00,-2.222E+00
-6.16670E+00,-2.222E+00
-6.16658E+00,-2.261E+00
-6.16646E+00,-2.222E+00
-6.16634E+00,-2.251E+00
-6.16622E+00,-2.222E+00
-6.16610E+00,-2.231E+00
-6.16598E+00,-2.231E+00
-6.16586E+00,-2.231E+00
-6.16573E+00,-2.290E+00
-6.16561E+00,-2.271E+00
-6.16549E+00,-2.280E+00
-6.16537E+00,-2.241E+00
-6.16525E+00,-2.290E+00
-6.16513E+00,-2.222E+00
-6.16501E+00,-2.280E+00
-6.16489E+00,-2.261E+00
-6.16477E+00,-2.261E+00
-6.16465E+00,-2.290E+00
-6.16452E+00,-2.261E+00
-6.16440E+00,-2.280E+00
-6.16428E+00,-2.251E+00
-6.16416E+00,-2.280E+00
-6.16404E+00,-2.300E+00
-6.16392E+00,-2.280E+00
-6.16380E+00,-2.261E+00
-6.16368E+00,-2.290E+00
-6.16356E+00,-2.280E+00
-6.16344E+00,-2.290E+00
-6.16332E+00,-2.280E+00
-6.16319E+00,-2.319E+00
-6.16307E+00,-2.300E+00
-6.16295E+00,-2.300E+00
-6.16283E+00,-2.290E+00
-6.16271E+00,-2.271E+00
-6.16259E+00,-2.290E+00
-6.16247E+00,-2.329E+00
-6.16235E+00,-2.290E+00
-6.16223E+00,-2.329E+00
-6.16211E+00,-2.271E+00
-6.16198E+00,-2.290E+00
-6.16186E+00,-2.290E+00
-6.16174E+00,-2.310E+00
-6.16162E+00,-2.290E+00
-6.16150E+00,-2.280E+00
-6.16138E+00,-2.300E+00
-6.16126E+00,-2.310E+00
-6.16114E+00,-2.290E+00
-6.16102E+00,-2.300E+00
-6.16090E+00,-2.290E+00
-6.16078E+00,-2.329E+00
-6.16065E+00,-2.290E+00
-6.16053E+00,-2.319E+00
-6.16041E+00,-2.300E+00
-6.16029E+00,-2.290E+00
-6.16017E+00,-2.329E+00
-6.16005E+00,-2.280E+00
-6.15993E+00,-2.349E+00
-6.15981E+00,-2.310E+00
-6.15969E+00,-2.349E+00
-6.15957E+00,-2.319E+00
-6.15944E+00,-2.329E+00
-6.15932E+00,-2.319E+00
-6.15920E+00,-2.329E+00
-6.15908E+00,-2.310E+00
-6.15896E+00,-2.358E+00
-6.15884E+00,-2.310E+00
-6.15872E+00,-2.339E+00
-6.15860E+00,-2.349E+00
-6.15848E+00,-2.319E+00
-6.15836E+00,-2.339E+00
-6.15823E+00,-2.280E+00
-6.15811E+00,-2.329E+00
-6.15799E+00,-2.349E+00
-6.15787E+00,-2.329E+00
-6.15775E+00,-2.349E+00
-6.15763E+00,-2.358E+00
-6.15751E+00,-2.339E+00
-6.15739E+00,-2.349E+00
-6.15727E+00,-2.339E+00
-6.15715E+00,-2.349E+00
-6.15703E+00,-2.358E+00
-6.15690E+00,-2.358E+00
-6.15678E+00,-2.358E+00
-6.15666E+00,-2.349E+00
-6.15654E+00,-2.329E+00
-6.15642E+00,-2.339E+00
-6.15630E+00,-2.368E+00
-6.15618E+00,-2.349E+00
-6.15606E+00,-2.368E+00
-6.15594E+00,-2.368E+00
-6.15582E+00,-2.388E+00
-6.15569E+00,-2.358E+00
-6.15557E+00,-2.329E+00
-6.15545E+00,-2.368E+00
-6.15533E+00,-2.368E+00
-6.15521E+00,-2.368E+00
-6.15509E+00,-2.368E+00
-6.15497E+00,-2.358E+00
-6.15485E+00,-2.368E+00
-6.15473E+00,-2.358E+00
-6.15461E+00,-2.378E+00
-6.15449E+00,-2.397E+00
-6.15436E+00,-2.388E+00
-6.15424E+00,-2.368E+00
-6.15412E+00,-2.368E+00
-6.15400E+00,-2.358E+00
-6.15388E+00,-2.349E+00
-6.15376E+00,-2.349E+00
-6.15364E+00,-2.378E+00
-6.15352E+00,-2.388E+00
-6.15340E+00,-2.407E+00
-6.15328E+00,-2.349E+00
-6.15315E+00,-2.397E+00
-6.15303E+00,-2.378E+00
-6.15291E+00,-2.407E+00
-6.15279E+00,-2.397E+00
-6.15267E+00,-2.407E+00
-6.15255E+00,-2.417E+00
-6.15243E+00,-2.358E+00
-6.15231E+00,-2.378E+00
-6.15219E+00,-2.407E+00
-6.15207E+00,-2.368E+00
-6.15194E+00,-2.358E+00
-6.15182E+00,-2.397E+00
-6.15170E+00,-2.407E+00
-6.15158E+00,-2.397E+00
-6.15146E+00,-2.417E+00
-6.15134E+00,-2.397E+00
-6.15122E+00,-2.397E+00
-6.15110E+00,-2.378E+00
-6.15098E+00,-2.407E+00
-6.15086E+00,-2.407E+00
-6.15074E+00,-2.368E+00
-6.15061E+00,-2.407E+00
-6.15049E+00,-2.397E+00
-6.15037E+00,-2.397E+00
-6.15025E+00,-2.397E+00
-6.15013E+00,-2.397E+00
-6.15001E+00,-2.427E+00
-6.14989E+00,-2.397E+00
-6.14977E+00,-2.368E+00
-6.14965E+00,-2.407E+00
-6.14953E+00,-2.427E+00
-6.14940E+00,-2.427E+00
-6.14928E+00,-2.427E+00
-6.14916E+00,-2.427E+00
-6.14904E+00,-2.417E+00
-6.14892E+00,-2.407E+00
-6.14880E+00,-2.407E+00
-6.14868E+00,-2.407E+00
-6.14856E+00,-2.417E+00
-6.14844E+00,-2.397E+00
-6.14832E+00,-2.437E+00
-6.14820E+00,-2.437E+00
-6.14807E+00,-2.397E+00
-6.14795E+00,-2.407E+00
-6.14783E+00,-2.397E+00
-6.14771E+00,-2.427E+00
-6.14759E+00,-2.427E+00
-6.14747E+00,-2.407E+00
-6.14735E+00,-2.437E+00
-6.14723E+00,-2.407E+00
-6.14711E+00,-2.456E+00
-6.14699E+00,-2.417E+00
-6.14686E+00,-2.407E+00
-6.14674E+00,-2.417E+00
-6.14662E+00,-2.437E+00
-6.14650E+00,-2.417E+00
-6.14638E+00,-2.437E+00
-6.14626E+00,-2.407E+00
-6.14614E+00,-2.407E+00
-6.14602E+00,-2.407E+00
-6.14590E+00,-2.417E+00
-6.14578E+00,-2.397E+00
-6.14566E+00,-2.427E+00
-6.14553E+00,-2.437E+00
-6.14541E+00,-2.397E+00
-6.14529E+00,-2.437E+00
-6.14517E+00,-2.407E+00
-6.14505E+00,-2.446E+00
-6.14493E+00,-2.437E+00
-6.14481E+00,-2.446E+00
-6.14469E+00,-2.446E+00
-6.14457E+00,-2.437E+00
-6.14445E+00,-2.407E+00
-6.14432E+00,-2.427E+00
-6.14420E+00,-2.466E+00
-6.14408E+00,-2.417E+00
-6.14396E+00,-2.427E+00
-6.14384E+00,-2.495E+00
-6.14372E+00,-2.437E+00
-6.14360E+00,-2.456E+00
-6.14348E+00,-2.456E+00
-6.14336E+00,-2.456E+00
-6.14324E+00,-2.446E+00
