in s,C2 in V
-6.74836E+00,-3.223E-03
-6.74823E+00,-3.223E-03
-6.74810E+00,-4.004E-03
-6.74797E+00,-3.223E-03
-6.74783E+00,-6.348E-03
-6.74770E+00,-4.395E-03
-6.74757E+00,-4.004E-03
-6.74744E+00,-4.980E-03
-6.74731E+00,1.660E-03
-6.74718E+00,-3.613E-03
-6.74705E+00,-4.590E-03
-6.74692E+00,-8.789E-04
-6.74679E+00,-3.809E-03
-6.74666E+00,-3.613E-03
-6.74652E+00,-6.836E-04
-6.74639E+00,-4.590E-03
-6.74626E+00,-8.496E-03
-6.74613E+00,-4.980E-03
-6.74600E+00,-3.223E-03
-6.74587E+00,6.836E-04
-6.74574E+00,-4.395E-03
-6.74561E+00,-6.152E-03
-6.74548E+00,-6.836E-04
-6.74534E+00,-1.270E-03
-6.74521E+00,-4.590E-03
-6.74508E+00,-5.371E-03
-6.74495E+00,-5.762E-03
-6.74482E+00,-2.441E-03
-6.74469E+00,-4.590E-03
-6.74456E+00,-5.566E-03
-6.74443E+00,-4.395E-03
-6.74430E+00,-4.590E-03
-6.74417E+00,-4.883E-04
-6.74403E+00,-3.809E-03
-6.74390E+00,-4.980E-03
-6.74377E+00,4.883E-04
-6.74364E+00,-2.051E-03
-6.74351E+00,-4.004E-03
-6.74338E+00,-2.051E-03
-6.74325E+00,-5.566E-03
-6.74312E+00,-7.715E-03
-6.74299E+00,-3.027E-03
-6.74286E+00,-5.762E-03
-6.74272E+00,-5.371E-03
-6.74259E+00,-1.660E-03
-6.74246E+00,-5.566E-03
-6.74233E+00,-7.910E-03
-6.74220E+00,-5.176E-03
-6.74207E+00,-3.223E-03
-6.74194E+00,-3.418E-03
-6.74181E+00,-1.270E-03
-6.74168E+00,-4.883E-04
-6.74154E+00,-5.957E-03
-6.74141E+00,-1.465E-03
-6.74128E+00,-3.418E-03
-6.74115E+00,-6.543E-03
-6.74102E+00,-4.980E-03
-6.74089E+00,-4.590E-03
-6.74076E+00,-7.910E-03
-6.74063E+00,-3.613E-03
-6.74050E+00,-3.418E-03
-6.74037E+00,-5.176E-03
-6.74023E+00,-7.129E-03
-6.74010E+00,-3.223E-03
-6.73997E+00,-4.785E-03
-6.73984E+00,-4.590E-03
-6.73971E+00,-3.223E-03
-6.73958E+00,-4.980E-03
-6.73945E+00,-5.566E-03
-6.73932E+00,9.766E-05
-6.73919E+00,-1.660E-03
-6.73905E+00,-3.027E-03
-6.73892E+00,-1.465E-03
-6.73879E+00,-4.980E-03
-6.73866E+00,-5.762E-03
-6.73853E+00,-2.051E-03
-6.73840E+00,-3.809E-03
-6.73827E+00,-4.199E-03
-6.73814E+00,-2.637E-03
-6.73801E+00,-4.980E-03
-6.73788E+00,-6.934E-03
-6.73774E+00,-5.566E-03
-6.73761E+00,-6.543E-03
