in s,C2 in V
-1.27028E+01,-9.010E-03
-1.27026E+01,-1.096E-02
-1.27024E+01,-9.010E-03
-1.27022E+01,-8.033E-03
-1.27019E+01,-1.194E-02
-1.27017E+01,-7.057E-03
-1.27015E+01,-4.615E-03
-1.27013E+01,-1.047E-02
-1.27011E+01,-9.498E-03
-1.27008E+01,-1.145E-02
-1.27006E+01,-1.096E-02
-1.27004E+01,-7.545E-03
-1.27002E+01,-1.194E-02
-1.26999E+01,-9.986E-03
-1.26997E+01,-3.150E-03
-1.26995E+01,-1.096E-02
-1.26993E+01,-8.033E-03
-1.26991E+01,-1.047E-02
-1.26988E+01,-8.033E-03
-1.26986E+01,-7.545E-03
-1.26984E+01,-9.986E-03
-1.26982E+01,-8.521E-03
-1.26979E+01,-7.057E-03
-1.26977E+01,-9.986E-03
-1.26975E+01,-1.145E-02
-1.26973E+01,-1.096E-02
-1.26971E+01,-9.498E-03
-1.26968E+01,-4.615E-03
-1.26966E+01,-1.145E-02
-1.26964E+01,-9.498E-03
-1.26962E+01,-1.292E-02
-1.26960E+01,-8.521E-03
-1.26957E+01,-7.057E-03
-1.26955E+01,-1.145E-02
-1.26953E+01,-1.145E-02
-1.26951E+01,-8.033E-03
-1.26948E+01,-1.047E-02
-1.26946E+01,-9.498E-03
-1.26944E+01,-1.194E-02
-1.26942E+01,-9.986E-03
-1.26940E+01,-7.545E-03
-1.26937E+01,-1.389E-02
-1.26935E+01,-1.145E-02
-1.26933E+01,-1.487E-02
-1.26931E+01,-9.986E-03
-1.26928E+01,-6.568E-03
-1.26926E+01,-9.498E-03
-1.26924E+01,-1.145E-02
-1.26922E+01,-8.033E-03
-1.26920E+01,-1.194E-02
-1.26917E+01,-9.986E-03
-1.26915E+01,-1.145E-02
-1.26913E+01,-9.010E-03
-1.26911E+01,-1.292E-02
-1.26909E+01,-1.194E-02
-1.26906E+01,-9.498E-03
-1.26904E+01,-1.292E-02
-1.26902E+01,-1.145E-02
-1.26900E+01,-1.340E-02
-1.26897E+01,-1.194E-02
-1.26895E+01,-8.033E-03
-1.26893E+01,-1.243E-02
-1.26891E+01,-1.047E-02
-1.26889E+01,-8.521E-03
-1.26886E+01,-1.389E-02
-1.26884E+01,-6.080E-03
-1.26882E+01,-1.340E-02
-1.26880E+01,-1.047E-02
-1.26877E+01,-1.243E-02
-1.26875E+01,-1.096E-02
-1.26873E+01,-1.145E-02
-1.26871E+01,-1.389E-02
-1.26869E+01,-1.194E-02
-1.26866E+01,-6.080E-03
-1.26864E+01,-1.194E-02
-1.26862E+01,-9.986E-03
-1.26860E+01,-7.545E-03
-1.26858E+01,-1.389E-02
-1.26855E+01,-1.194E-02
-1.26853E+01,-1.389E-02
-1.26851E+01,-1.340E-02
-1.26849E+01,-9.986E-03
-1.26846E+01,-1.340E-02
-1.26844E+01,-1.389E-02
-1.26842E+01,-1.487E-02
-1.26840E+01,-9.986E-03
-1.26838E+01,-9.498E-03
-1.26835E+01,-1.389E-02
-1.26833E+01,-1.389E-02
-1.26831E+01,-1.292E-02
-1.26829E+01,-1.145E-02
-1.26826E+01,-9.010E-03
-1.26824E+01,-1.438E-02
-1.26822E+01,-1.243E-02
-1.26820E+01,-1.536E-02
-1.26818E+01,-1.340E-02
-1.26815E+01,-1.145E-02
-1.26813E+01,-1.145E-02
-1.26811E+01,-1.292E-02
-1.26809E+01,-1.536E-02
-1.26807E+01,-1.536E-02
-1.26804E+01,-8.521E-03
-1.26802E+01,-1.340E-02
-1.26800E+01,-1.682E-02
-1.26798E+01,-1.487E-02
-1.26795E+01,-1.340E-02
-1.26793E+01,-9.986E-03
-1.26791E+01,-1.487E-02
-1.26789E+01,-1.340E-02
-1.26787E+01,-1.340E-02
-1.26784E+01,-1.389E-02
-1.26782E+01,-1.194E-02
-1.26780E+01,-1.731E-02
-1.26778E+01,-1.292E-02
-1.26775E+01,-9.498E-03
-1.26773E+01,-1.292E-02
-1.26771E+01,-1.585E-02
-1.26769E+01,-1.096E-02
-1.26767E+01,-1.731E-02
-1.26764E+01,-1.243E-02
-1.26762E+01,-1.145E-02
-1.26760E+01,-1.487E-02
-1.26758E+01,-1.487E-02
-1.26756E+01,-1.682E-02
-1.26753E+01,-1.145E-02
-1.26751E+01,-1.194E-02
-1.26749E+01,-1.780E-02
-1.26747E+01,-1.389E-02
-1.26744E+01,-1.682E-02
-1.26742E+01,-1.438E-02
-1.26740E+01,-1.047E-02
-1.26738E+01,-1.389E-02
-1.26736E+01,-1.438E-02
